"","InfoPrecos","sinopse","itens","link","codigo"
"51","Locação: 1.364,75
Condomínio R$ 338,00
IPTU / Mês R$ 83,69","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 338,00 / Mês - (Sujeito a alterações)
IPTU: 83,69 / Mês - (Sujeito a alterações)
Suítes: 1","Cozinha : 1
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/36571","36571"
"52","Locação: 1.630,00
Condomínio R$ 250,00
IPTU / Mês R$ 57,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 250,00 / Mês - (Sujeito a alterações)
IPTU: 57,00 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 67.70 M²
Área Total: 67.70 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/36439","36439"
"53","Locação: 1.265,00
Condomínio R$ 339,13
IPTU / Mês R$ 50,71","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Jardim Alvorada
Condomínio: 339,13 / Mês - (Sujeito a alterações)
IPTU: 50,71 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 67.00 M²","Copa
Cozinha : 1
Lavanderia : 1
Mobiliado
Sacada : 1
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Jardim-Alvorada/35659","35659"
"54","Locação: 1.223,00
Condomínio R$ 270,00
IPTU / Mês R$ 49,66","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 270,00 / Mês - (Sujeito a alterações)
IPTU: 49,66 / Mês - (Sujeito a alterações)","Banheiro de Serviço : 1
Cozinha : 1
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/35176","35176"
"55","Locação: 1.667,00
Condomínio R$ 380,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 380,00 / Mês - (Sujeito a alterações)
Suítes: 1","Área de Serviço : 1
Churrasqueira
Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/31324","31324"
"56","Locação: 1.112,00 Venda: 297.000,00
Condomínio R$ 571,00
IPTU / Mês R$ 66,00","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 571,00 / Mês - (Sujeito a alterações)
IPTU: 66,00 / Mês - (Sujeito a alterações)
Área Útil: 92.00 M²","Copa
Cozinha : 1
Lavanderia : 1
Mobiliado
Sala : 2
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/31228","31228"
"57","Locação: 1.532,00
Condomínio R$ 843,21
IPTU / Mês R$ 88,55","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 843,21 / Mês - (Sujeito a alterações)
IPTU: 88,55 / Mês - (Sujeito a alterações)
Suítes: 1
Área Útil: 70.00 M²
Área Total: 125.00 M²","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/29170","29170"
"58","Locação: 1.900,00
Condomínio R$ 273,00
IPTU / Mês R$ 57,14","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 2
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 273,00 / Mês - (Sujeito a alterações)
IPTU: 57,14 / Mês - (Sujeito a alterações)
Suítes: 1","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/21934","21934"
"59","Locação: 1.334,00
Condomínio R$ 200,00
IPTU / Mês R$ 51,29","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 200,00 / Mês - (Sujeito a alterações)
IPTU: 51,29 / Mês - (Sujeito a alterações)
Área Útil: 64.00 M²
Área Total: 64.00 M²","Cozinha : 1
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/12538","12538"
"60","Locação: de: 1.585,67por: 1.360,00
Condomínio R$ 223,00
IPTU / Mês R$ 53,30","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 223,00 / Mês - (Sujeito a alterações)
IPTU: 53,30 / Mês - (Sujeito a alterações)","Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/11164","11164"
"61","Locação: 1.131,39 Venda: 256.000,00
Condomínio R$ 160,00
IPTU / Mês R$ 35,09","Operação: Locação ou Venda
Cidade: São Carlos
Dormitórios: 2
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 160,00 / Mês - (Sujeito a alterações)
IPTU: 35,09 / Mês - (Sujeito a alterações)
Área Útil: 54.00 M²","Área de Serviço : 1
Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 2
Vagas Cobertas : 1
Varanda","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/2620","2620"
"62","Locação: 1.131,44
Condomínio R$ 350,00
IPTU / Mês R$ 64,32","Operação: Locação
Cidade: São Carlos
Dormitórios: 2 / Sendo 1 Suite
Banheiros: 1
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 350,00 / Mês - (Sujeito a alterações)
IPTU: 64,32 / Mês - (Sujeito a alterações)
Suítes: 1
Área Total: 60.00 M²","Copa
Cozinha : 1
Interfone
Lavanderia : 1
Mobiliado
Sala : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/1009","1009"
"63","Locação: 1.000,00
Condomínio R$ 300,00
IPTU / Mês R$ 70,00","Operação: Locação
Cidade: São Carlos
Dormitórios: 2
Banheiros: 2
Vagas na Garagem: 1, Tipo do Imóvel: Padrão
Bairro: Centro
Condomínio: 300,00 / Mês - (Sujeito a alterações)
IPTU: 70,00 / Mês - (Sujeito a alterações)
Área Útil: 74.00 M²
Área Total: 103.00 M²","Armários
Banheiro de Empregada : 1
Cozinha : 1
Elevador Social : 1
Interfone
Lavanderia : 1
Sala : 1
Vagas Cobertas : 1","https://www.cardinali.com.br/alugar/Sao-Carlos/Apartamento/Padrao/Centro/202","202"
